genome_name	sgb_id	usgb	study	sample_name	genome_size	n_fifty	number_contigs	completeness	contamination	assigned_species	assigned_genus	assigned_family	assigned_order	assigned_class	assigned_phylum	assigned_kingdom	closest_species	closest_genus	closest_family	closest_order	closest_class	closest_phylum	closest_kingdom	average_distance	sequence_url	annotations_url	uniref_url
LiJ_2014__MH0393__bin.38	15132	No	LiJ_2014	MH0393	3069046	7484	543	83.50	1.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__MH0393__bin.38.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__MH0393__bin.38.txt
LiJ_2014__NOF002-IE__bin.17	15132	No	LiJ_2014	NOF002-IE	3159577	11954	406	94.80	0.02	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__NOF002-IE__bin.17.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__NOF002-IE__bin.17.txt
LiJ_2014__O2.UC46-1__bin.44	15132	No	LiJ_2014	O2.UC46-1	1806461	4406	469	55.37	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__O2.UC46-1__bin.44.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__O2.UC46-1__bin.44.txt
LiJ_2014__V1.CD3-0-PN__bin.12	15132	No	LiJ_2014	V1.CD3-0-PN	3275186	33638	165	98.32	0.81	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.CD3-0-PN__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.CD3-0-PN__bin.12.txt
LiJ_2014__V1.CD3-0-PT__bin.10	15132	No	LiJ_2014	V1.CD3-0-PT	1968766	5792	441	71.81	1.05	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.CD3-0-PT__bin.10.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.CD3-0-PT__bin.10.txt
LiJ_2014__V1.CD3-3-PN__bin.2	15132	No	LiJ_2014	V1.CD3-3-PN	1939846	3365	611	54.96	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.CD3-3-PN__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.CD3-3-PN__bin.2.txt
LiJ_2014__V1.CD37-4__bin.8	15132	No	LiJ_2014	V1.CD37-4	3900018	17839	322	98.99	1.81	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.CD37-4__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.CD37-4__bin.8.txt
LiJ_2014__V1.CD4-0-PT__bin.13	15132	No	LiJ_2014	V1.CD4-0-PT	2596246	6715	510	75.39	1.01	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.CD4-0-PT__bin.13.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.CD4-0-PT__bin.13.txt
LiJ_2014__V1.CD46-0__bin.29	15132	No	LiJ_2014	V1.CD46-0	3263721	13029	389	90.51	2.35	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.CD46-0__bin.29.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.CD46-0__bin.29.txt
LiJ_2014__V1.CD48-0__bin.3	15132	No	LiJ_2014	V1.CD48-0	2106709	4855	526	68.16	0.69	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.CD48-0__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.CD48-0__bin.3.txt
LiJ_2014__V1.FI11__bin.27	15132	No	LiJ_2014	V1.FI11	2265283	20441	164	56.54	0.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.FI11__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.FI11__bin.27.txt
LiJ_2014__V1.FI11__bin.84	15157	Yes	LiJ_2014	V1.FI11	2091678	8895	318	84.66	2.37	N/A	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.11	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15157/LiJ_2014__V1.FI11__bin.84.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15157.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15157/LiJ_2014__V1.FI11__bin.84.txt
LiJ_2014__V1.FI13__bin.35	15157	Yes	LiJ_2014	V1.FI13	3005540	26364	186	96.39	1.85	N/A	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.11	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15157/LiJ_2014__V1.FI13__bin.35.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15157.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15157/LiJ_2014__V1.FI13__bin.35.txt
LiJ_2014__V1.FI13__bin.53	15132	No	LiJ_2014	V1.FI13	3784143	41330	160	99.33	0.81	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.FI13__bin.53.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.FI13__bin.53.txt
LiJ_2014__V1.FI18__bin.9	15132	No	LiJ_2014	V1.FI18	1896410	3316	611	61.99	2.82	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.FI18__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.FI18__bin.9.txt
LiJ_2014__V1.FI22__bin.39	15132	No	LiJ_2014	V1.FI22	2749704	42099	111	95.70	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.FI22__bin.39.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.FI22__bin.39.txt
LiJ_2014__V1.FI23__bin.8	15132	No	LiJ_2014	V1.FI23	3525082	35609	165	98.83	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.FI23__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.FI23__bin.8.txt
LiJ_2014__V1.FI34__bin.5	15132	No	LiJ_2014	V1.FI34	2307560	6767	457	73.92	1.48	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2014__V1.FI34__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2014__V1.FI34__bin.5.txt
LiJ_2017__H1F413846__bin.16	15132	No	LiJ_2017	H1F413846	1804919	48415	51	55.87	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H1F413846__bin.16.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H1F413846__bin.16.txt
LiJ_2017__H1M413822__bin.2	15132	No	LiJ_2017	H1M413822	3099617	19645	248	98.24	1.17	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H1M413822__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H1M413822__bin.2.txt
LiJ_2017__H1M512853__bin.19	15132	No	LiJ_2017	H1M512853	2800772	7595	493	89.82	0.78	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H1M512853__bin.19.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H1M512853__bin.19.txt
LiJ_2017__H1M613824__bin.38	15132	No	LiJ_2017	H1M613824	2738890	12475	368	88.51	2.99	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H1M613824__bin.38.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H1M613824__bin.38.txt
LiJ_2017__H2F514923__bin.7	15159	No	LiJ_2017	H2F514923	2094993	27802	121	87.92	0.00	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/LiJ_2017__H2F514923__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/LiJ_2017__H2F514923__bin.7.txt
LiJ_2017__H2M411920__bin.25	15159	No	LiJ_2017	H2M411920	2080991	54739	58	94.63	0.00	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/LiJ_2017__H2M411920__bin.25.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/LiJ_2017__H2M411920__bin.25.txt
LiJ_2017__H2M413915__bin.31	15132	No	LiJ_2017	H2M413915	1866764	34024	87	55.65	1.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H2M413915__bin.31.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H2M413915__bin.31.txt
LiJ_2017__H2M414927__bin.27	15132	No	LiJ_2017	H2M414927	3247197	10944	433	97.68	2.25	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H2M414927__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H2M414927__bin.27.txt
LiJ_2017__H2M514818__bin.27	15159	No	LiJ_2017	H2M514818	1943157	32684	93	90.35	0.00	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/LiJ_2017__H2M514818__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/LiJ_2017__H2M514818__bin.27.txt
LiJ_2017__H2M514906__bin.6	15132	No	LiJ_2017	H2M514906	3541887	32332	158	98.52	0.47	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H2M514906__bin.6.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H2M514906__bin.6.txt
LiJ_2017__H2M514925__bin.13	15132	No	LiJ_2017	H2M514925	3583580	28184	187	95.84	3.12	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H2M514925__bin.13.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H2M514925__bin.13.txt
LiJ_2017__H2M514930__bin.15	15132	No	LiJ_2017	H2M514930	2956684	47936	99	98.66	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H2M514930__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H2M514930__bin.15.txt
LiJ_2017__H2M614832__bin.18	15132	No	LiJ_2017	H2M614832	2687837	5226	606	83.79	3.08	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H2M614832__bin.18.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H2M614832__bin.18.txt
LiJ_2017__H3M419939__bin.2	15159	No	LiJ_2017	H3M419939	2313140	17560	205	96.31	0.04	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/LiJ_2017__H3M419939__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/LiJ_2017__H3M419939__bin.2.txt
LiJ_2017__H3M419939__bin.30	15132	No	LiJ_2017	H3M419939	3486263	33267	183	97.72	0.81	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H3M419939__bin.30.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H3M419939__bin.30.txt
LiJ_2017__H3M513141__bin.21	15132	No	LiJ_2017	H3M513141	3177242	28467	190	99.33	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H3M513141__bin.21.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H3M513141__bin.21.txt
LiJ_2017__H3M515130__bin.24	15132	No	LiJ_2017	H3M515130	2906476	17690	252	96.83	0.81	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H3M515130__bin.24.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H3M515130__bin.24.txt
LiJ_2017__H3M515910__bin.5	15132	No	LiJ_2017	H3M515910	1705984	3294	552	53.84	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H3M515910__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H3M515910__bin.5.txt
LiJ_2017__H3M516114__bin.4	15132	No	LiJ_2017	H3M516114	1858220	3034	639	55.67	3.45	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H3M516114__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H3M516114__bin.4.txt
LiJ_2017__H3M516118__bin.29	15132	No	LiJ_2017	H3M516118	2881232	11802	348	92.56	3.49	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/LiJ_2017__H3M516118__bin.29.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/LiJ_2017__H3M516118__bin.29.txt
